team_name,label,date,points,Home_Away,teamId,competitionId,seasonId,roundId,matchId,average_accelerations,average_aerialDuels,average_assists,average_attackingActions,average_backPasses,average_ballLosses,average_ballRecoveries,average_concededGoals,average_corners,average_crosses,average_dangerousOpponentHalfRecoveries,average_dangerousOwnHalfLosses,average_defensiveActions,average_defensiveDuels,average_defensiveDuelsWon,average_directFreeKicks,average_directFreeKicksOnTarget,average_directRedCards,average_dribbleDistanceFromOpponentGoal,average_dribbles,average_duels,average_duelsWon,average_fieldAerialDuels,average_fieldAerialDuelsWon,average_forwardPasses,average_fouls,average_freeKicks,average_freeKicksOnTarget,average_gkAerialDuels,average_gkAerialDuelsWon,average_gkExits,average_gkGoalKicks,average_gkGoalKicksSuccess,average_gkSaves,average_gkSuccessfulExits,average_goals,average_headShots,average_interceptions,average_keyPasses,average_lateralPasses,average_linkupPlays,average_longGoalKicks,average_longPassLength,average_longPasses,average_looseBallDuels,average_looseBallDuelsWon,average_missedBalls,average_newDefensiveDuelsWon,average_newDuelsWon,average_newOffensiveDuelsWon,average_newSuccessfulDribbles,average_offensiveDuels,average_offensiveDuelsWon,average_offsides,average_opponentHalfRecoveries,average_opponentOffsides,average_ownHalfLosses,average_passLength,average_passes,average_passesToFinalThird,average_penalties,average_possessionPercent,average_progressiveRun,average_receivedPass,average_redCards,average_shortGoalKicks,average_shotAssists,average_shotOnTargetAssists,average_shots,average_shotsAgainst,average_smartPasses,average_successfulAttackingActions,average_successfulBackPasses,average_successfulCrosses,average_successfulDefensiveAction,average_successfulDribbles,average_successfulForwardPasses,average_successfulKeyPasses,average_successfulLateralPasses,average_successfulLinkupPlays,average_successfulLongPasses,average_successfulPasses,average_successfulPassesToFinalThird,average_successfulPenalties,average_successfulSmartPasses,average_successfulThroughPasses,average_successfulVerticalPasses,average_throughPasses,average_touchInBox,average_verticalPasses,average_xgShot,average_xgShotAgainst,average_yellowCards,percent_aerialDuelsWon,percent_defensiveDuelsWon,percent_directFreeKicksOnTarget,percent_duelsWon,percent_fieldAerialDuelsWon,percent_gkAerialDuelsWon,percent_gkSaves,percent_gkSuccessfulExits,percent_goalConversion,percent_headShotsOnTarget,percent_newDefensiveDuelsWon,percent_newDuelsWon,percent_newOffensiveDuelsWon,percent_newSuccessfulDribbles,percent_offensiveDuelsWon,percent_penaltiesConversion,percent_shotsOnTarget,percent_successfulBackPasses,percent_successfulCrosses,percent_successfulDribbles,percent_successfulForwardPasses,percent_successfulKeyPasses,percent_successfulLateralPasses,percent_successfulLinkupPlays,percent_successfulLongPasses,percent_successfulPasses,percent_successfulPassesToFinalThird,percent_successfulShotAssists,percent_successfulSmartPasses,percent_successfulThroughPasses,percent_successfulTouchInBox,percent_successfulVerticalPasses,percent_win,percent_yellowCardsPerFoul,total_accelerations,total_aerialDuels,total_aerialDuelsWon,total_assists,total_attackingActions,total_backPasses,total_cleanSheets,total_concededGoals,total_corners,total_crosses,total_dangerousOpponentHalfRecoveries,total_dangerousOwnHalfLosses,total_defensiveActions,total_defensiveDuels,total_defensiveDuelsWon,total_directFreeKicks,total_directFreeKicksOnTarget,total_directRedCards,total_dribbles,total_duels,total_duelsWon,total_fieldAerialDuels,total_fieldAerialDuelsWon,total_forwardPasses,total_fouls,total_freeKicks,total_freeKicksOnTarget,total_gkAerialDuels,total_gkAerialDuelsWon,total_gkExits,total_gkGoalKicks,total_gkGoalKicksSuccess,total_gkSaves,total_gkSuccessfulExits,total_goals,total_headShots,total_interceptions,total_keyPasses,total_lateralPasses,total_linkupPlays,total_longGoalKicks,total_longPasses,total_looseBallDuels,total_looseBallDuelsWon,total_losses,total_matches,total_matchesTagged,total_missedBalls,total_newDefensiveDuelsWon,total_newDuelsWon,total_newOffensiveDuelsWon,total_newSuccessfulDribbles,total_offensiveDuels,total_offensiveDuelsWon,total_offsides,total_opponentHalfRecoveries,total_opponentOffsides,total_ownHalfLosses,total_passes,total_passesToFinalThird,total_penalties,total_ppda,total_pressingDuels,total_pressingDuelsWon,total_progressiveRun,total_receivedPass,total_recoveries,total_redCards,total_shortGoalKicks,total_shotAssists,total_shotOnTargetAssists,total_shots,total_shotsAgainst,total_smartPasses,total_successfulAttackingActions,total_successfulBackPasses,total_successfulCrosses,total_successfulDefensiveActions,total_successfulDribbles,total_successfulForwardPasses,total_successfulKeyPasses,total_successfulLateralPasses,total_successfulLinkupPlays,total_successfulLongPasses,total_successfulPasses,total_successfulPassesToFinalThird,total_successfulPenalties,total_successfulSmartPasses,total_successfulThroughPasses,total_successfulVerticalPasses,total_throughPasses,total_touchInBox,total_verticalPasses,total_xgShot,total_xgShotAgainst,total_yellowCards
Farul Constanţa,"Farul Constanţa - Dinamo Bucureşti, 2-3",2026-02-04 19:30:00,0,Home,61242,719,191642,4435361,5715874,3.64,30,0.91,31.82,46.36,123.6,90.91,2.73,3.64,1.82,2.73,11.82,157.3,84.55,15.45,0,0,0,19.3,19.09,207.3,67.27,26.36,11.82,124.5,14.55,2.73,1.82,0.91,0,2.73,9.09,8.18,4.55,0,1.82,0,42.73,1.82,53.64,0.91,6.36,27.38,59.09,32.73,11.82,10.91,41.82,88.18,21.82,11.82,60,27.27,0.91,25.45,1.82,37.27,20.32,267.3,50.91,0.91,36.7,7.27,140.9,0,2.73,4.55,1.82,9.09,19.09,1.82,17.27,38.18,0,97.27,14.55,73.64,1.82,44.55,0.91,28.18,187.3,28.18,0.91,1.82,2.73,44.55,10,10,53.64,1.77,2.71,0.91,42.42,18.28,0,32.46,44.83,0,0,0,20,0,49.46,42.54,36.36,61.9,45.45,100,40,82.35,0,76.19,59.12,100,83.05,100,47.69,70.07,55.36,60,100,27.27,36.36,83.05,0,6.25,4,33,14,1,35,51,0,3,4,2,3,13,173,93,17,0,0,0,21,228,74,29,13,137,16,3,2,1,0,3,10,9,5,0,2,0,47,2,59,1,7,65,36,13,136,1,1,12,46,97,24,13,66,30,1,28,2,41,294,56,1,9.79,12,0,8,155,100,0,3,5,2,10,21,2,19,42,0,107,16,81,2,49,1,31,206,31,1,2,3,49,11,11,59,1.95,2.98,1
Metaloglobus,"FCS Bucureşti - Metaloglobus, 0-0",2026-03-15 19:30:00,1,Away,11943,719,191642,4437511,5822251,3.64,37.27,0,18.18,28.18,105.5,68.18,0,4.55,3.64,1.82,10.91,170,68.18,12.73,0,0,0,18.74,10.91,161.8,41.82,32.73,11.82,86.36,11.82,0.91,0,0.91,0,2.73,9.09,7.27,7.27,0,0,0.91,64.55,1.82,69.09,0.91,6.36,29.8,32.73,24.55,5.45,3.64,36.36,61.82,8.18,4.55,31.82,11.82,0,10,0,60,17.04,218.2,19.09,0,26.9,7.27,143.6,0,3.64,1.82,1.82,3.64,22.73,0,8.18,28.18,1.82,112.7,8.18,60,1.82,56.36,0,15.45,172.7,10.91,0,0,0,56.36,2.73,7.27,69.09,0.15,2.43,0.91,31.71,18.67,0,25.84,36.11,0,0,0,0,100,53.33,38.2,25.71,41.67,37.14,0,50,100,50,75,69.47,100,81.58,0,47.22,79.17,57.14,50,0,0,50,81.58,0,7.692,4,41,13,0,20,31,1,0,5,4,2,12,187,75,14,0,0,0,12,178,46,36,13,95,13,1,0,1,0,3,10,8,8,0,0,1,71,2,76,1,7,36,27,6,116,1,1,4,40,68,9,5,35,13,0,11,0,66,240,21,0,25,13,0,8,158,75,0,4,2,2,4,25,0,9,31,2,124,9,66,2,62,0,17,190,12,0,0,0,62,3,8,76,0.16,2.67,1
Universitatea Craiova,"Oţelul - Universitatea Craiova, 1-0",2025-09-20 20:00:00,0,Away,26233,719,191642,4435361,5715758,0,30.91,0,64.55,53.64,109.1,68.18,0.91,5.45,14.55,5.45,2.73,120,51.82,15.45,0.91,0,0,19.16,33.64,183.6,84.55,20.91,7.27,151.8,10.91,1.82,0,0.91,0.91,0.91,10.91,10,0,0,0,0.91,37.27,1.82,134.6,4.55,1.82,29.1,44.55,31.82,15.45,8.18,31.82,90,29.09,18.18,69.09,40,0,26.36,0.91,28.18,17.07,410.9,57.27,0,60,18.18,287.3,0,9.09,7.27,1.82,14.55,9.09,1.82,25.45,46.36,2.73,82.73,24.55,114.5,0.91,112.7,3.64,21.82,328.2,38.18,0,0,0.91,112.7,3.64,17.27,134.6,0.88,1.65,3.64,44.12,29.82,0,46.04,34.78,100,0,0,0,0,61.4,49.01,42.11,54.05,57.89,0,31.25,86.44,18.75,72.97,75.45,50,83.78,80,48.98,79.87,66.67,50,0,25,31.58,83.78,0,33.33,0,34,15,0,71,59,0,1,6,16,6,3,132,57,17,1,0,0,37,202,93,23,8,167,12,2,0,1,1,1,12,11,0,0,0,1,41,2,148,5,2,49,35,17,120,1,1,9,35,99,32,20,76,44,0,29,1,31,452,63,0,5.6,2,0,20,316,75,0,10,8,2,16,10,2,28,51,3,91,27,126,1,124,4,24,361,42,0,0,1,124,4,19,148,0.97,1.81,4
Botoşani,"Botoşani - UTA Arad, 2-1",2025-10-06 19:30:00,3,Home,11634,719,191642,4435361,5715771,4.55,44.55,0,43.64,37.27,142.7,88.18,0.91,3.64,11.82,6.36,5.45,148.2,70.91,12.73,0,0,0,15.63,20,240.9,94.55,42.73,19.09,141.8,10.91,0,0,0.91,0,0.91,10.91,7.27,2.73,0,1.82,0.91,32.73,2.73,70,6.36,4.55,26.73,61.82,45.45,24.55,5.45,41.82,111.8,25.45,9.09,80,37.27,3.64,26.36,5.45,37.27,17.32,300.9,50,0.91,58.3,9.09,141.8,0,6.36,6.36,2.73,9.09,10,2.73,16.36,31.82,2.73,94.55,17.27,79.09,2.73,44.55,4.55,25.45,196.4,20,0.91,0,0.91,44.55,10,13.64,70,1.46,1.13,0.91,44.9,17.95,0,39.25,44.68,0,0,0,20,0,58.97,46.42,31.82,45.45,46.59,100,50,85.37,23.08,86.36,55.77,100,63.64,71.43,41.18,65.26,40,71.43,0,9.09,40,63.64,100,8.333,5,49,22,0,48,41,0,1,4,13,7,6,163,78,14,0,0,0,22,265,104,47,21,156,12,0,0,1,0,1,12,8,3,0,2,1,36,3,77,7,5,68,50,27,157,1,1,6,46,123,28,10,88,41,4,29,6,41,331,55,1,4.67,6,0,10,156,97,0,7,7,3,10,11,3,18,35,3,104,19,87,3,49,5,28,216,22,1,0,1,49,11,15,77,1.61,1.24,1
Hermannstadt,"Petrolul 52 - Hermannstadt, 1-1",2025-08-16 20:30:00,1,Away,55427,719,191642,4435361,5715726,2.73,27.27,0.91,50.91,47.27,99.09,69.09,0.91,9.09,20,4.55,5.45,113.6,42.73,7.27,0.91,0,0,20.29,20.91,159.1,60,24.55,10.91,144.6,9.09,1.82,0,0.91,0.91,1.82,5.45,5.45,1.82,0,0.91,1.82,43.64,2.73,157.3,14.55,0.91,30.88,28.18,19.09,8.18,2.73,29.09,77.27,28.18,8.18,70,32.73,3.64,20,0.91,36.36,18.07,417.3,46.36,0,56,22.73,297.3,0,4.55,5.45,2.73,9.09,11.82,0.91,15.45,44.55,2.73,84.55,12.73,110.9,2.73,138.2,12.73,14.55,351.8,35.45,0,0.91,0.91,138.2,3.64,15.45,157.3,0.67,1.42,0.91,43.33,17.02,0,37.71,44.44,100,0,0,10,50,68.09,48.57,40.26,39.13,46.75,0,40,94.23,13.64,60.87,76.73,100,87.86,87.5,51.61,84.31,76.47,50,100,25,35.29,87.86,0,10,3,30,13,1,56,52,0,1,10,22,5,6,125,47,8,1,0,0,23,175,66,27,12,159,10,2,0,1,1,2,6,6,2,0,1,2,48,3,173,16,1,31,21,9,109,1,1,3,32,85,31,9,77,36,4,22,1,40,459,51,0,9.55,6,0,25,327,76,0,5,6,3,10,13,1,17,49,3,93,14,122,3,152,14,16,387,39,0,1,1,152,4,17,173,0.74,1.56,1
Hermannstadt,"Rapid Bucureşti - Hermannstadt, 1-2",2025-09-21 20:00:00,3,Away,55427,719,191642,4435361,5715757,7.27,33.64,1.82,52.73,40,101.8,83.64,0.91,2.73,14.55,3.64,9.09,147.3,71.82,10.91,2.73,0,0,22.54,29.09,213.6,70,30,12.73,106.4,10.91,5.45,1.82,0.91,0.91,0.91,6.36,6.36,2.73,0,1.82,0.91,41.82,2.73,81.82,3.64,0.91,35.2,42.73,30.91,8.18,6.36,40,91.82,30,16.36,77.27,37.27,2.73,26.36,0.91,31.82,19.14,270.9,40.91,0,38.8,20,170.9,0,5.45,3.64,2.73,9.09,12.73,0,25.45,37.27,6.36,95.45,23.64,71.82,2.73,70,2.73,24.55,217.3,20.91,0,0,0.91,70,3.64,12.73,81.82,1.47,0.86,1.82,40.54,15.19,0,32.77,42.42,100,0,0,20,0,55.7,42.98,38.82,56.25,48.24,0,30,93.18,43.75,81.25,67.52,100,85.56,75,57.45,80.2,51.11,50,0,25,57.14,85.56,100,16.67,8,37,15,2,58,44,0,1,3,16,4,10,162,79,12,3,0,0,32,235,77,33,14,117,12,6,2,1,1,1,7,7,3,0,2,1,46,3,90,4,1,47,34,9,112,1,1,7,44,101,33,18,85,41,3,29,1,35,298,45,0,17.77,12,0,22,188,92,0,6,4,3,10,14,0,28,41,7,105,26,79,3,77,3,27,239,23,0,0,1,77,4,14,90,1.62,0.95,2
Universitatea Cluj,"Botoşani - Universitatea Cluj, 1-3",2026-02-20 19:00:00,3,Away,60374,719,191642,4435361,5715901,2.73,24.55,2.73,38.18,24.55,132.7,89.09,0.91,2.73,6.36,3.64,9.09,180,69.09,11.82,0.91,0,0,22.16,23.64,180,66.36,23.64,11.82,113.6,13.64,1.82,0,0.91,0.91,1.82,7.27,4.55,3.64,0,2.73,0.91,86.36,2.73,52.73,0.91,7.27,29.32,59.09,26.36,10.91,4.55,34.55,80,21.82,9.09,60,30.91,0,20,0.91,58.18,19.53,220,30.91,0,33.3,12.73,92.73,0,0.91,6.36,2.73,8.18,13.64,0,13.64,20.91,1.82,133.6,16.36,46.36,2.73,39.09,0,20,125.5,10,0,0,0,39.09,2.73,14.55,52.73,0.75,1.26,3.64,51.85,17.11,0,36.87,50,100,0,0,33.33,100,50,44.44,36.36,38.46,51.52,0,33.33,85.19,28.57,69.23,40.8,100,74.14,0,33.85,57.02,32.35,42.86,0,0,50,74.14,100,26.67,3,27,14,3,42,27,0,1,3,7,4,10,198,76,13,1,0,0,26,198,73,26,13,125,15,2,0,1,1,2,8,5,4,0,3,1,95,3,58,1,8,65,29,12,146,1,1,5,38,88,24,10,66,34,0,22,1,64,242,34,0,8.51,29,0,14,102,98,0,1,7,3,9,15,0,15,23,2,147,18,51,3,43,0,22,138,11,0,0,0,43,3,16,58,0.83,1.39,4
Csikszereda Miercurea Ciuc,"Csikszereda Miercurea Ciuc - Metaloglobus, 2-2",2025-09-22 17:00:00,1,Home,22731,719,191642,4435361,5715753,0.91,26.36,1.82,57.27,41.82,92.73,64.55,1.82,2.73,18.18,4.55,5.45,104.5,47.27,7.27,0,0,0,14.49,21.82,159.1,60,23.64,11.82,119.1,5.45,4.55,1.82,0.91,0,6.36,0,0,7.27,0,1.82,3.64,30.91,3.64,98.18,8.18,1.82,31.6,53.64,26.36,10,5.45,32.73,80.91,26.36,15.45,59.09,30.91,2.73,20.91,0.91,31.82,20.45,292.7,36.36,0,45.1,12.73,177.3,0,6.36,9.09,3.64,16.36,16.36,0.91,25.45,38.18,4.55,75.45,19.09,83.64,3.64,84.55,5.45,36.36,228.2,31.82,0,0,1.82,84.55,3.64,18.18,98.18,2.27,1.39,0.91,44.83,15.38,0,37.71,50,0,0,0,11.11,50,69.23,50.86,44.62,70.83,52.31,0,33.33,91.3,25,87.5,70.23,100,86.11,66.67,67.8,77.95,87.5,40,0,50,30,86.11,0,16.67,1,29,13,2,63,46,0,2,3,20,5,6,115,52,8,0,0,0,24,175,66,26,13,131,6,5,2,1,0,7,0,0,8,0,2,4,34,4,108,9,2,59,29,11,102,1,1,6,36,89,29,17,65,34,3,23,1,35,322,40,0,16.79,21,0,14,195,71,0,7,10,4,18,18,1,28,42,5,83,21,92,4,93,6,40,251,35,0,0,2,93,4,20,108,2.5,1.53,1
Dinamo Bucureşti,"Dinamo Bucureşti - CFR Cluj, 2-1",2025-10-31 19:30:00,3,Home,11564,719,191642,4435361,5715792,0.91,31.82,0.91,55.45,70.91,116.4,80.91,0.91,4.55,17.27,2.73,3.64,119.1,41.82,13.64,0,0,0,16.42,21.82,161.8,66.36,30,15.45,154.6,4.55,1.82,0,0.91,0,1.82,0,0,4.55,0,1.82,1.82,45.45,3.64,158.2,8.18,0.91,29.12,28.18,19.09,5.45,7.27,32.73,80,26.36,16.36,69.09,31.82,6.36,27.27,0,33.64,18.94,475.4,60.91,0,62,28.18,350,0,1.82,9.09,3.64,13.64,9.09,2.73,27.27,66.36,3.64,93.64,19.09,114.5,2.73,140.9,3.64,12.73,399.1,44.55,0,0.91,0.91,140.9,2.73,21.82,158.2,1.72,1.04,0.91,48.57,32.61,0,41.01,51.52,0,0,0,13.33,100,78.26,49.44,38.16,75,46.05,0,46.67,93.59,21.05,87.5,74.12,75,89.08,44.44,45.16,83.94,73.13,50,33.33,33.33,50,89.08,100,20,1,35,17,1,61,78,0,1,5,19,3,4,131,46,15,0,0,0,24,178,73,33,17,170,5,2,0,1,0,2,0,0,5,0,2,2,50,4,174,9,1,31,21,6,128,1,1,8,36,88,29,18,76,35,7,30,0,37,523,67,0,7.32,5,0,31,385,89,0,2,10,4,15,10,3,30,73,4,103,21,126,3,155,4,14,439,49,0,1,1,155,3,24,174,1.89,1.14,1
Petrolul 52,"Metaloglobus - Petrolul 52, 1-0",2026-03-21 14:00:00,0,Away,60390,719,191642,4437511,5823755,4.55,39.09,0,44.55,45.45,107.3,82.73,0.91,6.36,16.36,4.55,4.55,132.7,58.18,14.55,0,0,0,23.57,13.64,180.9,61.82,35.45,18.18,141.8,12.73,0,0,0.91,0.91,1.82,10.91,10.91,0,0,0,2.73,35.45,3.64,132.7,5.45,0.91,31.46,43.64,30.91,11.82,6.36,38.18,90,20,5.45,52.73,15.45,1.82,27.27,0,32.73,17.84,383.6,56.36,0,56.5,18.18,251.8,0,10,7.27,3.64,7.27,10.91,7.27,16.36,40.91,6.36,93.64,5.45,110,3.64,113.6,3.64,30.91,311.8,40.91,0,2.73,4.55,113.6,12.73,10,132.7,0.68,1.15,3.64,51.16,25,0,34.17,51.28,100,0,0,0,33.33,65.63,49.75,37.93,40,29.31,0,25,90,38.89,40,77.56,100,85.62,66.67,70.83,81.28,72.58,75,37.5,35.71,9.09,85.62,0,28.57,5,43,22,0,49,50,0,1,7,18,5,5,146,64,16,0,0,0,15,199,68,39,20,156,14,0,0,1,1,2,12,12,0,0,0,3,39,4,146,6,1,48,34,13,118,1,1,7,42,99,22,6,58,17,2,30,0,36,422,62,0,5.5,24,0,20,277,91,0,11,8,4,8,12,8,18,45,7,103,6,121,4,125,4,34,343,45,0,3,5,125,14,11,146,0.75,1.26,4
Hermannstadt,"Argeș - Hermannstadt, 3-1",2026-02-06 16:00:00,0,Away,55427,719,191642,4435361,5715881,0,39.49,0,30.31,31.22,98.27,56.94,2.76,1.84,12.86,1.84,3.67,126.7,56.02,11.02,0,0,0.92,12.75,12.86,180,61.53,33.98,20.2,87.24,7.35,1.84,0.92,0.92,0.92,0.92,10.1,9.18,3.67,0,0.92,0,31.22,0,52.35,0,10.1,19.83,25.71,32.14,10.1,3.67,42.24,93.67,19.29,9.18,52.35,18.37,0,14.69,2.76,42.24,17.45,208.5,24.8,0,31.7,3.67,105.6,0.92,0,2.76,0,4.59,11.94,0,13.78,28.47,2.76,95.51,6.43,48.67,0,39.49,0,12.86,138.7,13.78,0,0,0,39.49,0.92,6.43,52.35,0.61,0.96,0.92,55.81,19.67,0,34.18,59.46,100,0,0,20,0,75.41,52.04,36.84,71.43,35.09,0,40,91.18,21.43,50,55.79,0,75.44,0,50,66.52,55.56,33.33,0,0,28.57,75.44,0,12.5,0,43,24,0,33,34,0,3,2,14,2,4,138,61,12,0,0,1,14,196,67,37,22,95,8,2,1,1,1,1,11,10,4,0,1,0,34,0,57,0,11,28,35,11,107,1,1,4,46,102,21,10,57,20,0,16,3,46,227,27,0,16.4,1,0,4,115,62,1,0,3,0,5,13,0,15,31,3,104,7,53,0,43,0,14,151,15,0,0,0,43,1,7,57,0.66,1.04,1
Oţelul,"Oţelul - FCS Bucureşti, 1-4",2026-02-08 19:00:00,0,Home,11571,719,191642,4435361,5715882,1.84,44.08,0,32.14,58.78,118.5,82.65,3.67,2.76,10.1,5.51,11.94,136.8,47.76,6.43,0.92,0.92,0.92,14.2,13.78,175.4,66.12,42.24,21.12,99.18,11.02,2.76,2.76,0.92,0,0.92,2.76,2.76,8.27,0,0.92,0,45,0,85.41,8.27,2.76,28.63,46.84,18.37,10.1,0,22.04,77.14,23.88,7.35,65.2,28.47,0.92,28.47,0,42.24,19.56,288.4,38.57,0,48.7,7.35,171.7,0.92,2.76,3.67,0,8.27,21.12,0,13.78,54.18,3.67,88.16,9.18,58.78,0,75.31,6.43,24.8,220.4,25.71,0,0,0,75.31,0.92,5.51,85.41,0.78,3.89,1.84,47.92,13.46,100,37.7,50,0,0,0,11.11,0,46.15,43.98,36.62,53.33,43.66,0,33.33,92.19,36.36,66.67,59.26,0,88.17,77.78,52.94,76.43,66.67,75,0,0,16.67,88.17,0,16.67,2,48,23,0,35,64,0,4,3,11,6,13,149,52,7,1,1,1,15,191,72,46,23,108,12,3,3,1,0,1,3,3,9,0,1,0,49,0,93,9,3,51,20,11,129,1,1,0,24,84,26,8,71,31,1,31,0,46,314,42,0,11.57,8,0,8,187,90,1,3,4,0,9,23,0,15,59,4,96,10,64,0,82,7,27,240,28,0,0,0,82,1,6,93,0.85,4.24,2
Argeș,"Argeș - Metaloglobus, 2-1",2025-08-31 15:00:00,3,Home,23334,719,191642,4435361,5715740,0,53.27,0,46.84,36.73,93.67,78.98,0.92,3.67,12.86,4.59,1.84,141.4,67.96,12.86,0.92,0,0,19.91,20.2,193.8,82.65,47.76,23.88,86.33,9.18,1.84,0.92,0.92,0.92,0,4.59,4.59,0.92,0,1.84,0.92,20.2,0.92,74.39,0.92,4.59,29.03,56.94,17.45,11.02,0,46.84,109.3,22.96,9.18,55.1,30.31,0,32.14,0,21.12,26.06,218.6,46.84,0.92,39.5,8.27,122.1,0,0,4.59,0.92,13.78,9.18,0,17.45,33.06,4.59,95.51,12.86,46.84,0.92,66.12,0.92,22.96,156.1,22.04,0.92,0,0.92,66.12,5.51,14.69,74.39,2.03,1.58,1.84,53.45,18.92,0,42.65,50,100,0,0,13.33,0,68.92,56.4,41.67,45.45,55,100,26.67,90,35.71,63.64,54.26,100,88.89,100,40.32,71.43,47.06,40,0,16.67,31.25,88.89,100,20,0,58,31,0,51,40,0,1,4,14,5,2,154,74,14,1,0,0,22,211,90,52,26,94,10,2,1,1,1,0,5,5,1,0,2,1,22,1,81,1,5,62,19,12,102,1,1,0,51,119,25,10,60,33,0,35,0,23,238,51,1,15.59,3,0,9,133,86,0,0,5,1,15,10,0,19,36,5,104,14,51,1,72,1,25,170,24,1,0,1,72,6,16,81,2.21,1.72,2
Farul Constanţa,"Metaloglobus - Farul Constanţa, 2-1",2025-12-07 16:30:00,0,Away,61242,719,191642,4435361,5715826,4.59,34.9,0,59.69,67.96,116.6,86.33,1.84,9.18,25.71,1.84,6.43,138.7,60.61,10.1,0,0,0,25.88,19.29,180.9,74.39,33.98,17.45,146,9.18,2.76,1.84,0.92,0.92,2.76,5.51,5.51,2.76,0,0.92,2.76,43.16,0.92,150.6,4.59,0.92,32.27,64.29,18.37,10.1,5.51,42.24,98.27,27.55,9.18,67.04,35.82,0.92,33.98,1.84,24.8,18.24,439,58.78,0,64,14.69,299.4,0.92,4.59,6.43,0.92,13.78,11.02,0.92,20.2,62.45,8.27,103.8,15.61,102.9,0.92,127.7,3.67,33.98,350.8,41.33,0,0.92,0.92,127.7,1.84,22.96,150.6,1.15,1.59,0.92,52.63,16.67,0,41.12,51.35,100,0,0,6.667,33.33,69.7,54.31,41.1,47.62,53.42,0,13.33,91.89,32.14,80.95,70.44,100,84.76,80,52.86,79.92,70.31,57.14,100,50,16,84.76,0,10,5,38,20,0,65,74,0,2,10,28,2,7,151,66,11,0,0,0,21,197,81,37,19,159,10,3,2,1,1,3,6,6,3,0,1,3,47,1,164,5,1,70,20,11,127,1,1,6,46,107,30,10,73,39,1,37,2,27,478,64,0,5.4,32,0,16,326,94,1,5,7,1,15,12,1,22,68,9,113,17,112,1,139,4,37,382,45,0,1,1,139,2,25,164,1.25,1.73,1
Oţelul,"Oţelul - Rapid Bucureşti, 1-1",2025-08-11 20:30:00,1,Home,11571,719,191642,4435361,5715716,1.84,35.82,0,39.49,49.59,102.9,78.98,0.92,1.84,6.43,3.67,6.43,143.3,70.71,20.2,1.84,0,0,13.38,16.53,196.5,71.63,34.9,14.69,113,11.94,4.59,2.76,0.92,0.92,2.76,5.51,5.51,6.43,0,0.92,2.76,36.73,0.92,82.65,8.27,5.51,29.55,38.57,33.06,11.94,8.27,39.49,84.49,17.45,8.27,56.94,23.88,0,28.47,2.76,37.65,18.45,294.8,37.65,0,44.9,17.45,195.6,0,0.92,7.35,0.92,16.53,14.69,0,15.61,48.67,1.84,91.84,10.1,77.14,0.92,70.71,7.35,19.29,237.9,22.04,0,0,0,70.71,0.92,12.86,82.65,1.23,1.17,0.92,43.59,28.57,0,36.45,42.11,100,0,0,5.556,33.33,55.84,42.99,30.65,50,41.94,0,33.33,98.15,28.57,61.11,68.29,100,85.56,88.89,50,80.69,58.54,50,0,0,28.57,85.56,0,7.692,2,39,17,0,43,54,0,1,2,7,4,7,156,77,22,2,0,0,18,214,78,38,16,123,13,5,3,1,1,3,6,6,7,0,1,3,40,1,90,9,6,42,36,13,112,1,1,9,43,92,19,9,62,26,0,31,3,41,321,41,0,9.13,11,0,19,213,86,0,1,8,1,18,16,0,17,53,2,100,11,84,1,77,8,21,259,24,0,0,0,77,1,14,90,1.34,1.27,1
UTA Arad,"Universitatea Craiova - UTA Arad, 1-2",2025-11-09 16:30:00,3,Away,30817,719,191642,4435361,5715803,2.76,32.14,0,25.71,28.47,89.08,61.53,0.92,0.92,4.59,0,2.76,143.3,57.86,12.86,0,0,0,14.96,17.45,176.3,55.1,26.63,5.51,86.33,5.51,1.84,0.92,0.92,0,2.76,12.86,10.1,2.76,0,1.84,0,53.27,0.92,55.1,0.92,11.02,25.02,39.49,33.98,11.02,1.84,35.82,75.31,22.04,7.35,52.35,24.8,1.84,11.02,1.84,38.57,19.22,203.9,24.8,0,30.6,8.27,108.4,0,2.76,0,0.92,3.67,18.37,0,10.1,26.63,0.92,95.51,11.02,56.94,0,44.08,0.92,19.29,152.4,12.86,0,0,0,44.08,0.92,2.76,55.1,0.28,2.27,1.84,20,22.22,0,31.25,20.69,0,0,0,50,0,61.9,42.71,42.11,42.11,47.37,0,50,93.55,20,63.16,65.96,0,80,100,48.84,74.77,51.85,0,0,0,66.67,80,100,33.33,3,35,7,0,28,31,0,1,1,5,0,3,156,63,14,0,0,0,19,192,60,29,6,94,6,2,1,1,0,3,14,11,3,0,2,0,58,1,60,1,12,43,37,12,97,1,1,2,39,82,24,8,57,27,2,12,2,42,222,27,0,13.92,12,0,9,118,67,0,3,0,1,4,20,0,11,29,1,104,12,62,0,48,1,21,166,14,0,0,0,48,1,3,60,0.3,2.47,2
